id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
5161,carbon copy,carbon copy,noun,C,备份,(Internet) A duplicate copy of an email.,[],备份,backup,carbon | copy | duplicate | email | internet,,no_lexical_support_in_cedict_gloss,review
5198,care of,care of,preposition,,地址,(mail) For distribution by (the named intermediary).,[],地址,address,care | distribution | intermediary | mail | named,,no_lexical_support_in_cedict_gloss,review
5199,careen,careen,verb,T,上床,"(nautical, transitive) To heave a ship down on one side so as to expose the other, in order to clean it of barnacles and weed, or to repair it below the water line.",[],上床,coll,barnacles | below | careen | clean | down | expose | heave | line | nautical | order | repair | ship | side | transitive | water | weed,,no_lexical_support_in_cedict_gloss,review
5200,careen,careen,verb,I,上床,"(nautical, intransitive) To tilt on one side.",[],上床,coll,careen | intransitive | nautical | side | tilt,,no_lexical_support_in_cedict_gloss,review
5204,careless,careless,adjective,,玩忽职守,"Not giving sufficient attention or thought, especially concerning the avoidance of harm or mistakes. [from 16thc.]",[],玩忽职守,dereliction | duty | malpractice | neglect,attention | avoidance | careless | concerning | giving | harm | mistakes | sufficient | thought,,no_lexical_support_in_cedict_gloss,review
5208,caret,caret,noun,C,屋頂,An exponentiation symbol or operator ⟨＾⟩.,[],屋頂,roof,caret | exponentiation | operator | symbol,,no_lexical_support_in_cedict_gloss,review
5209,caretaker,caretaker,adjective,,监护人,"(chiefly, UK) Temporary, on a short term basis.",[],监护人,guardian,basis | caretaker | short | temporary | term,,no_lexical_support_in_cedict_gloss,review
5210,caretaker,caretaker,noun,C,禮賓部,"Someone who takes care of a place or thing; someone looking after a place, or responsible for keeping it in good repair.",[],禮賓部,concierge | department | hotel | resort,care | caretaker | good | keeping | looking | place | repair | responsible | takes | thing,,no_lexical_support_in_cedict_gloss,review
5211,cargo,cargo,noun,C or U,衝鋒,"Freight carried by a ship, aircraft, or motor vehicle.",[],衝鋒,assault | charge,aircraft | cargo | carried | freight | motor | ship | vehicle,,no_lexical_support_in_cedict_gloss,review
5219,caricature,caricature,verb,T,讽刺,To represent someone in an exaggerated or distorted manner.,[],讽刺,irony | mock | sarcasm | satire | satirize,caricature | distorted | exaggerated | manner | represent,,no_lexical_support_in_cedict_gloss,review
5220,caricaturist,caricaturist,noun,C,漫画家,A person who draws caricatures.,[],漫画家,cartoon | japanese | mangaka | writer,caricatures | caricaturist | draws | person,,no_lexical_support_in_cedict_gloss,review
5228,carnage,carnage,noun,U,大屠杀,Death and destruction.,[],大屠杀,mass | massacre | slaughter,carnage | death | destruction,,no_lexical_support_in_cedict_gloss,review
5238,carp bream,carp bream,noun,C,东方欧鳊(引进),"A species of freshwater bream, Abramis brama.",[],引進,introduce | outside | recommend,abramis | brama | bream | carp | freshwater | species,,no_lexical_support_in_cedict_gloss,review
5247,carriage,carriage,noun,C or U,小汽车,"A (mostly four-wheeled) lighter vehicle chiefly designed to transport people, generally drawn by horse power.",[],小汽車,compact,carriage | designed | drawn | four-wheeled | generally | horse | lighter | mostly | people | power | transport | vehicle,,no_lexical_support_in_cedict_gloss,review
5248,carriage,carriage,noun,C or U,秉性,"(now, _, rare) A manner of walking and moving in general; how one carries oneself, bearing, gait.",[],秉性,attitude | character | disposition | innate | natural,bearing | carriage | carries | gait | general | manner | moving | oneself | rare | walking,,no_lexical_support_in_cedict_gloss,review
5249,carriage return,carriage return,noun,C,入口,The key or lever that initiates the carriage return action (on a typewriter) or generates the carriage return character (on a computer).,[],入口,entrance | import,action | carriage | character | computer | generates | initiates | lever | return | typewriter,,no_lexical_support_in_cedict_gloss,review
5256,carry oneself,carry oneself,verb,I,舉止；表現,"(idiomatic) To behave, especially with respect to how one's speech, body language, facial expressions, and grooming convey one's opinion concerning oneself.",[],舉止 | 表現,bearing | behavior | display | expression | manifest | manifestation | manner | mien | performance | show | work,behave | body | carry | concerning | convey | expressions | facial | grooming | idiomatic | language | oneself | opinion | respect | speech,,no_lexical_support_in_cedict_gloss,review
5258,carry out,carry out,verb,T,陈述,(transitive) To execute or perform; to put into operation; to do.,[],陈述,declare | state,carry | execute | operation | perform | transitive,,no_lexical_support_in_cedict_gloss,review
5267,cartoon,cartoon,noun,C,侄女,"(comics) A humorous drawing, often with a caption, or a strip of such drawings.",[],侄女,brother | daughter | niece,caption | cartoon | comics | drawing | drawings | humorous | strip,,no_lexical_support_in_cedict_gloss,review
5269,cartoon,cartoon,noun,C,笔记,(arts) An artist's preliminary sketch.,[],笔记,consisting | down | literature | mainly | notes | short | sketches | take | type | writing,artist | arts | cartoon | preliminary | sketch,,no_lexical_support_in_cedict_gloss,review
5270,cartoon,cartoon,noun,C,动画片,(animation) A cartoon series.,[],動画片,animated | film,animation | cartoon | series,,no_lexical_support_in_cedict_gloss,review
5273,cartwheel,cartwheel,noun,C,明星,"A gymnastic maneuver whereby the gymnast rotates to one side or the other while keeping arms and legs outstretched, spinning for one or more revolutions.",[],明星,celebrity | star,arms | cartwheel | gymnast | gymnastic | keeping | legs | maneuver | outstretched | revolutions | rotates | side | spinning | whereby,,no_lexical_support_in_cedict_gloss,review
66016,carve,carve,verb,T,切開；切片,to cut cooked meat into pieces for serving,"[{""english"": ""She carved the roast chicken."", ""chinese"": ""她把烤雞切開。""}]",切片,examination | microscopic | section | slice | specimen | thin,carve | cooked | meat | pieces | serving,,no_lexical_support_in_cedict_gloss,review
5276,carving,carving,noun,C or U,刻板,The act or craft of producing a carved object.,[],刻板,blocks | inflexible | mechanical | printing | stiff | stubborn,carved | carving | craft | object | producing,,no_lexical_support_in_cedict_gloss,review
5292,case law,case law,noun,C or U,判例,"Law developed by judges through court decisions and opinions, as distinct from statute and other legislation.",[],判例,judicial | precedent,case | court | decisions | developed | distinct | judges | legislation | opinions | statute,,no_lexical_support_in_cedict_gloss,review
5296,cash in,cash in,verb,T,享受,"(figurative, often, followed by on) To profit from something; to take advantage of an opportunity in order to profit, especially financially; to capitalize on.",[],享受,enjoy | live | pleasure | zhong,advantage | capitalize | cash | figurative | financially | followed | opportunity | order | profit | take,,no_lexical_support_in_cedict_gloss,review
5299,cashbox,cashbox,noun,C,扑满,A box for holding cash.,[],扑满,bank | piggy,cash | cashbox | holding,,no_lexical_support_in_cedict_gloss,review
5305,casing,casing,noun,C,書皮,That which encloses or encases.,[],書皮,book | cover | jacket,casing | encases | encloses,,no_lexical_support_in_cedict_gloss,review
5336,castanet,castanet,noun,C,響板,"(musical instruments, chiefly, in the plural) A single handheld percussion instrument consisting of a pair of concave shells or shell-shaped parts joined on one edge by string.",[],響板,castanets | music,castanet | concave | consisting | edge | handheld | instrument | instruments | joined | musical | pair | parts | percussion | plural | shell-shaped | shells | single | string,,no_lexical_support_in_cedict_gloss,review
5338,castell,castell,noun,C,城堡,A human tower formed in festivals in Catalonia.,[],城堡,castle | chess | piece | rook,castell | catalonia | festivals | formed | human | tower,,no_lexical_support_in_cedict_gloss,review
5341,castigate,castigate,verb,T,批評,"(transitive, formal) To punish or reprimand someone severely.",[],批評,criticism | criticize,castigate | formal | punish | reprimand | severely | transitive,,no_lexical_support_in_cedict_gloss,review
5352,castrato,castrato,noun,C,宦官,"A male who has been castrated, especially a male whose testicles have been removed before puberty in order to retain his boyish voice.",[],宦官,court | eunuch,been | before | boyish | castrated | castrato | male | order | puberty | removed | retain | testicles | voice | whose,,no_lexical_support_in_cedict_gloss,review
5355,casual,casual,adjective,,体操,(of clothing or utensils) Designed for informal or everyday use.,[],體操,gymnastic | gymnastics,casual | clothing | designed | everyday | informal | utensils,,no_lexical_support_in_cedict_gloss,review
5357,casualty,casualty,noun,C or U,受害人,"(military) A person in military service who becomes unavailable for duty, for any reason (notably death, injury, illness, capture, or desertion).",[],受害人,victim,becomes | capture | casualty | death | desertion | duty | illness | injury | military | notably | person | reason | service | unavailable,,no_lexical_support_in_cedict_gloss,review
5365,cat's claw,cat's claw,noun,C,香脂,"Carpobrotus edulis (Hottentot fig), a plant species in the Aizoaceae family",[],香脂,balsam | cream | face,aizoaceae | carpobrotus | claw | edulis | family | hottentot | plant | species,,no_lexical_support_in_cedict_gloss,review
5375,catalogue,catalogue,noun,C,目录,"(US) A book printed periodically by a college, university, or other institution that gives a definitive description of the institution, its history, courses and degrees offered, etc.",[],目录,catalog | computer | contents | directory | drive | hard | list | table,book | catalogue | college | courses | definitive | degrees | description | gives | history | institution | offered | periodically | printed | university,,no_lexical_support_in_cedict_gloss,review
5381,catalyst,catalyst,noun,C,催化,(figurative) Something that encourages progress or change.,[],催化,catalysis | catalyze | reaction,catalyst | change | encourages | figurative | progress,,no_lexical_support_in_cedict_gloss,review
5382,catalytic converter,catalytic converter,noun,C,催化,(automotive) A chamber containing a finely divided platinum catalyst in which carbon monoxide and hydrocarbons from vehicle exhaust are oxidized to carbon dioxide.,[],催化,catalysis | catalyze | reaction,automotive | carbon | catalyst | catalytic | chamber | containing | converter | dioxide | divided | exhaust | finely | hydrocarbons | monoxide | oxidized | platinum | vehicle,,no_lexical_support_in_cedict_gloss,review
5383,catalyzer,catalyzer,noun,C,催化,"(American spelling, Canadian spelling) That which catalyzes.",[],催化,catalysis | catalyze | reaction,american | canadian | catalyzer | catalyzes | spelling,,no_lexical_support_in_cedict_gloss,review
5405,catch up,catch up,verb,I or T,遇到,(ambitransitive) To reach something that had been ahead.,[],遇到,across | come | meet,ahead | ambitransitive | been | catch | reach,,no_lexical_support_in_cedict_gloss,review
5406,catch-22,catch-22,noun,C,困境,(idiomatic) A difficult situation from which there is no escape because it involves mutually conflicting or dependent conditions.,[],困境,plight | predicament,because | catch | conditions | conflicting | dependent | difficult | escape | idiomatic | involves | mutually | situation,,no_lexical_support_in_cedict_gloss,review
5407,catchment,catchment,noun,C,盆地,"(often, attributive) Any structure or land feature which catches and holds water; the collection of such water.",[],盆地,basin | depression | geography,attributive | catches | catchment | collection | feature | holds | land | structure | water,,no_lexical_support_in_cedict_gloss,review
5417,catharsis,catharsis,noun,C or U,宣洩,"(drama) A release of emotional tension after an overwhelming vicarious experience, resulting in the purging or purification of the emotions, as through watching a dramatic production (especially a tragedy).",[],宣洩,divulge | drain | leading | leak | oneself | secret | unburden | water,catharsis | drama | dramatic | emotional | emotions | experience | overwhelming | production | purging | purification | release | resulting | tension | tragedy | vicarious | watching,,no_lexical_support_in_cedict_gloss,review
5431,catty,catty,adjective,,刻毒,"(informal, of a person or remark) With subtle hostility in an effort to hurt, annoy, or upset, particularly among women.",[],刻毒,spiteful | venomous,annoy | catty | effort | hostility | hurt | informal | particularly | person | remark | subtle | upset | women,,no_lexical_support_in_cedict_gloss,review
5432,catty,catty,adjective,,刻毒,(informal) Resembling or characteristic of a cat.,[],刻毒,spiteful | venomous,catty | characteristic | informal | resembling,,no_lexical_support_in_cedict_gloss,review
5437,caucus,caucus,noun,C,分数,A grouping of all the members of a legislature from the same party.,[],分數,exam | fraction | grade | mark | score,caucus | grouping | legislature | members | party | same,,no_lexical_support_in_cedict_gloss,review
5448,causeway,causeway,noun,C,立交橋,"A road that is raised so as to be above water, marshland, and similar low-lying obstacles, which in some cases may flood periodically (e.g. due to tides). Originally causeways were much like dykes, generally pierced to let water through, whereas many modern causeways are more like bridges or viaducts.",[],立交橋,flyover | overpass,above | bridges | cases | causeway | causeways | dykes | flood | generally | like | low-lying | many | marshland | modern | much | obstacles | originally | periodically | pierced | raised | road | similar | some | tides | viaducts | water | were | whereas,,no_lexical_support_in_cedict_gloss,review
5450,caution,caution,noun,C or U,警告,"Prudence when faced with, or when expecting to face, danger; care taken in order to avoid risk or harm.","[{""english"": ""For example, if a chain-smoking teacher cautions a pupil for smoking, that warning is self-contradictory."", ""chinese"": ""舉例說，如果一個老師警告學生不要吸煙，但自己卻每天吸個不停，那麼這個警告就是自相矛盾的了。""}]",警告,admonish | warn,avoid | care | caution | danger | expecting | face | faced | harm | order | prudence | risk | taken,,no_lexical_support_in_cedict_gloss,review
5451,caution,caution,noun,C or U,謹慎,"A careful attention to the probable effects of an act, in order that failure or harm may be avoided.",[],謹慎,cautious | prudent,attention | avoided | careful | caution | effects | failure | harm | order | probable,,no_lexical_support_in_cedict_gloss,review
5452,cautionary tale,cautionary tale,noun,C,教训,"A story, originally told in folklore, to warn its audience of a certain danger.",[],教训,bitter | guidance | lecture | lesson | provide | talking-to | upbraid,audience | cautionary | certain | danger | folklore | originally | story | tale | told | warn,,no_lexical_support_in_cedict_gloss,review
5456,cavalryman,cavalryman,noun,C,骑士,A soldier in the cavalry.,[],骑士,bicycle | bike | cavalier | knight | rider | scooter,cavalry | cavalryman | soldier,,no_lexical_support_in_cedict_gloss,review
5473,cease,cease,verb,I,中断,"(formal, intransitive) To stop.",[],中断,break | discontinue | interrupt | short,cease | formal | intransitive | stop,,no_lexical_support_in_cedict_gloss,review
5474,cease,cease,verb,T,中断,"(formal, transitive) To stop doing (something).",[],中断,break | discontinue | interrupt | short,cease | doing | formal | stop | transitive,,no_lexical_support_in_cedict_gloss,review
5475,ceasefire,ceasefire,noun,C,休战,"In warfare, an agreed end to hostilities for a specific purpose. (Typically only temporary).",[],休战,armistice,agreed | ceasefire | hostilities | only | purpose | specific | temporary | typically | warfare,,no_lexical_support_in_cedict_gloss,review
5488,celebration,celebration,noun,C or U,节日,A social gathering for entertainment and fun; a party.,[],节日,festival | holiday,celebration | entertainment | gathering | party | social,,no_lexical_support_in_cedict_gloss,review
5495,celestial,celestial,adjective,,天蓝色,"Relating to the sky or outer space, regarded as the realm of the sun, moon, planets, and stars.",[],天蓝色,azure,celestial | moon | outer | planets | realm | regarded | space | stars,,no_lexical_support_in_cedict_gloss,review
5500,celestine,celestine,noun,C or U,天青石,"(mineral) A mineral with orthorhombic crystals, SrSO4, colourless or white with blue and sometimes red shades.",[],天青石,lapis | lazuli,blue | celestine | colourless | crystals | mineral | orthorhombic | shades | sometimes | srso | white,,no_lexical_support_in_cedict_gloss,review
5502,celibacy,celibacy,noun,C or U,獨身,(by extension) Abstinence from sexual relations.,[],獨身,alone | single | unmarried,abstinence | celibacy | extension | relations | sexual,,no_lexical_support_in_cedict_gloss,review
5503,celibate,celibate,adjective,,单身,(chiefly religious) Not married. [from 1827],[],单身,alone | single | unmarried,celibate | married | religious,,no_lexical_support_in_cedict_gloss,review
5504,celibate,celibate,noun,U,单身,"One who is not married, especially one who has taken a religious vow not to get married, usually because of being a member of a religious community. [from 1869]",[],单身,alone | single | unmarried,because | celibate | community | married | member | religious | taken,,no_lexical_support_in_cedict_gloss,review
5511,cellar,cellar,noun,C,尾巴,(slang) Last place in a league or competition; some rank near last place.,[],尾巴,colloquial | tail,cellar | competition | last | league | near | place | rank | slang | some,,no_lexical_support_in_cedict_gloss,review
5537,centennial,centennial,noun,C,世纪,The hundredth anniversary of an event or happening.,[],世纪,century,anniversary | centennial | event | happening | hundredth,,no_lexical_support_in_cedict_gloss,review
5543,centimetre,centimetre,noun,C,公分,(metrology) An SI unit of length equal to 10−2 metres. Symbol: cm,[],公分,centimeter | gram,centimetre | equal | length | metres | metrology | symbol | unit,,no_lexical_support_in_cedict_gloss,review
5546,central,central,adjective,,中心,Having or containing the centre of something.,"[{""english"": ""Most large galaxies have a central supermassive black hole."", ""chinese"": ""大多数大星系的中心都有一个超大质量黑洞。""}]",中心,center | core | heart,central | centre | containing | having,,no_lexical_support_in_cedict_gloss,review
5552,central business district,central business district,noun,C,中心,The central area of a city in which there is a concentration of retail and business activities.,[],中心,center | core | heart,activities | area | business | central | city | concentration | district | retail,,no_lexical_support_in_cedict_gloss,review
5566,ceramic,ceramic,adjective,,陶器,"Made of material produced by the high-temperature firing of inorganic, nonmetallic rocks and minerals.",[],陶器,pottery,ceramic | firing | high-temperature | inorganic | made | material | minerals | nonmetallic | produced | rocks,,no_lexical_support_in_cedict_gloss,review
5567,ceramic,ceramic,noun,C or U,陶瓷,"A hard, brittle, inorganic, nonmetallic material, usually made from a material, such as clay, then firing it at a high temperature.","[{""english"": ""I have an interest in oriental ceramics."", ""chinese"": ""我对東方陶瓷有兴趣。""}]",陶瓷,ceramics | porcelain | pottery,brittle | ceramic | clay | firing | hard | high | inorganic | made | material | nonmetallic | temperature,,no_lexical_support_in_cedict_gloss,review
5572,cereal,cereal,noun,C,粮食,"A type of grass (such as wheat, rice or oats) cultivated for its edible grains.",[],粮食,cereals | foodstuff | zhong,cereal | cultivated | edible | grains | grass | oats | rice | type | wheat,,no_lexical_support_in_cedict_gloss,review
5573,cereal,cereal,noun,C or U,粮食,The grains of such a grass.,[],粮食,cereals | foodstuff | zhong,cereal | grains | grass,,no_lexical_support_in_cedict_gloss,review
5584,cerise,cerise,noun,C or U,樱桃,"A deep, bright red colour tinted with pink.",[],樱桃,cherry,bright | cerise | colour | deep | pink | tinted,,no_lexical_support_in_cedict_gloss,review
5592,certainty,certainty,noun,C or U,確信,The state of being certain.,[],確信,believe | convinced | definite | firmly | news | positive | sure,certain | certainty | state,,no_lexical_support_in_cedict_gloss,review
5598,cessation,cessation,noun,C or U,中止,"(formal) A ceasing or discontinuance, for example of an action, whether temporary or final.",[],中止,break | cease | discontinue | stop | suspend,action | ceasing | cessation | discontinuance | example | final | formal | temporary | whether,,no_lexical_support_in_cedict_gloss,review
5599,cetacean,cetacean,noun,C,選擇,"An animal belonging to the infraorder Cetacea, including dolphins, porpoises, and whales.",[],選擇,alternative | choice | option | pick | select,animal | belonging | cetacea | cetacean | dolphins | including | infraorder | porpoises | whales,,no_lexical_support_in_cedict_gloss,review
5607,chafe,chafe,noun,C or U,不和,Injury or wear caused by friction.,[],不和,along | discord | odds | terms | well,caused | chafe | friction | injury | wear,,no_lexical_support_in_cedict_gloss,review
5608,chafe,chafe,noun,C or U,忿怒,"(archaic, countable, uncountable) Vexation; irritation of mind; rage.",[],忿怒,variant,archaic | chafe | countable | irritation | mind | rage | uncountable | vexation,,no_lexical_support_in_cedict_gloss,review
5611,chaff,chaff,noun,U,吸管,The inedible parts of a grain-producing plant.,[],吸管,drinking | eyedropper | pipette | snorkel | straw,chaff | grain-producing | inedible | parts | plant,,no_lexical_support_in_cedict_gloss,review
5612,chaff,chaff,noun,U,吸管,"(figurative) Any excess or unwanted material, resource, or person; anything worthless.",[],吸管,drinking | eyedropper | pipette | snorkel | straw,anything | chaff | excess | figurative | material | person | resource | unwanted | worthless,,no_lexical_support_in_cedict_gloss,review
5613,chaff,chaff,verb,I,戏弄,"(intransitive) To use light, idle language by way of fun or ridicule; to banter.",[],戏弄,make | play | tease | tricks,banter | chaff | idle | intransitive | language | light | ridicule,,no_lexical_support_in_cedict_gloss,review
5616,chain,chain,noun,C,山脉,A series of interconnected rings or links usually made of metal.,[],山脉,mountain | range | tiao,chain | interconnected | links | made | metal | rings | series,,no_lexical_support_in_cedict_gloss,review
5617,chain,chain,noun,C,山脉,A series of stores or businesses with the same brand name.,[],山脉,mountain | range | tiao,brand | businesses | chain | name | same | series | stores,,no_lexical_support_in_cedict_gloss,review
5618,chain,chain,noun,C,山脉,"(algebraic topology, originally) A formal sum of cells in a CW complex of a certain dimension k (in which case the formal sums are called k-chains); a formal sum of simplices or cubes of a certain dimension in a simplical complex or cubical complex (respectively).",[],山脉,mountain | range | tiao,algebraic | called | case | cells | certain | chain | complex | cubes | cubical | dimension | formal | k-chains | originally | respectively | simplical | simplices | sums | topology,,no_lexical_support_in_cedict_gloss,review
5622,chainring,chainring,noun,C,托盘,"The large forward ring on a bicycle that a chain attaches to, in order to transfer energy to a wheel. It consists of one or more sprockets that are driven by the cranks and pedals of the bicycle.",[],托盘,pallet | salver | tray,attaches | bicycle | chain | chainring | consists | cranks | driven | energy | forward | large | order | pedals | ring | sprockets | transfer | wheel,,no_lexical_support_in_cedict_gloss,review
5624,chairman,chairman,noun,C,总统,A person presiding over a meeting.,[],總统,country | ming | president,chairman | meeting | over | person | presiding,,no_lexical_support_in_cedict_gloss,review
5625,chairman,chairman,noun,C,总统,"The head of a corporate or governmental board of directors, a committee, or other formal entity.",[],總统,country | ming | president,board | chairman | committee | corporate | directors | entity | formal | governmental | head,,no_lexical_support_in_cedict_gloss,review
5626,chairperson,chairperson,noun,C,总统,"A chairman or chairwoman, someone who presides over a meeting, board, etc.",[],總统,country | ming | president,board | chairman | chairperson | chairwoman | meeting | over | presides,,no_lexical_support_in_cedict_gloss,review
5632,chalkboard,chalkboard,noun,C,黑板,A slate or enamel board for writing on with chalk; a predecessor to a whiteboard.,[],黑板,blackboard | kuai,board | chalk | chalkboard | enamel | predecessor | slate | whiteboard | writing,,no_lexical_support_in_cedict_gloss,review
5659,chance,chance,noun,C,好运,The probability of something happening.,[],好运,good | luck,chance | happening | probability,,no_lexical_support_in_cedict_gloss,review
5661,chancellery,chancellery,noun,C,丞相,The rank or post of a chancellor.,[],丞相,dynasties | kingdoms | many | minister | prime | roles | senior | varying,chancellery | chancellor | post | rank,,no_lexical_support_in_cedict_gloss,review
5663,chancellor,chancellor,noun,C,丞相,The head of the government in some German-speaking countries.,[],丞相,dynasties | kingdoms | many | minister | prime | roles | senior | varying,chancellor | countries | german-speaking | government | head | some,,no_lexical_support_in_cedict_gloss,review
5665,chandelier,chandelier,noun,C,吊灯,"A branched, often ornate, light fixture suspended from a ceiling.",[],吊灯,hanging | lamp,branched | ceiling | chandelier | fixture | light | ornate | suspended,,no_lexical_support_in_cedict_gloss,review
5667,changeover,changeover,noun,C,变化,A conversion or transition from one thing to another.,[],變化,change | intransitive | variation | vary,another | changeover | conversion | thing | transition,,no_lexical_support_in_cedict_gloss,review
5681,chanter,chanter,noun,C,歌手,One who chants or sings.,[],歌手,singer,chanter | chants | sings,,no_lexical_support_in_cedict_gloss,review
5682,chaos,chaos,noun,U,纷乱,The unordered state of matter in classical accounts of cosmogony.,[],纷乱,disorderly | numerous,accounts | chaos | classical | cosmogony | matter | state | unordered,,no_lexical_support_in_cedict_gloss,review
5683,chap,chap,noun,C,旅客,"(dated, outside, UK, and, Australia) A man, a fellow.",[],旅客,tourist | traveler,australia | chap | dated | fellow | outside,,no_lexical_support_in_cedict_gloss,review
5686,chaperone,chaperone,noun,C,卡賓槍,"An older person who accompanies other younger people to ensure the propriety of their behaviour, often an older woman accompanying a young woman.",[],卡賓槍,carbine | loanword | rifle,accompanies | accompanying | behaviour | chaperone | ensure | older | people | person | propriety | woman | young | younger,,no_lexical_support_in_cedict_gloss,review
5687,chaplain,chaplain,noun,C,祭司,"A member of a religious body who is (often, although not always, of the clergy) officially assigned to provide pastoral care at an institution, group, private chapel, etc.",[],祭司,priest,although | always | assigned | body | care | chapel | chaplain | clergy | group | institution | member | officially | pastoral | private | provide | religious,,no_lexical_support_in_cedict_gloss,review
5690,char,char,noun,C,煤炭,A charred substance.,[],煤炭,coal,char | charred | substance,,no_lexical_support_in_cedict_gloss,review
5691,char,char,noun,C,女佣,"A charlady, a woman employed to do housework; cleaning lady.",[],女佣,female | maid,char | charlady | cleaning | employed | housework | lady | woman,,no_lexical_support_in_cedict_gloss,review
5699,character assassination,character assassination,noun,C or U,坏话,(idiomatic) A malicious discourse designed to damage the reputation of someone.,[],坏話,disparaging | remarks | said | things | unkind,assassination | character | damage | designed | discourse | idiomatic | malicious | reputation,,no_lexical_support_in_cedict_gloss,review
5700,character encoding,character encoding,noun,C,编码,(computing) A well-defined correspondence between text characters and the numeric values used to represent them.,[],编码,code | encode,between | character | characters | computing | correspondence | encoding | numeric | represent | text | values | well-defined,,no_lexical_support_in_cedict_gloss,review
5705,charade,charade,noun,C,鬧劇,"A deception or pretense, originally an absurdly obvious one but now in general use.",[],鬧劇,chang | farce,absurdly | charade | deception | general | obvious | originally | pretense,,no_lexical_support_in_cedict_gloss,review
5728,chariot,chariot,noun,C,手推車,A light (four-wheeled) carriage used for ceremonial or pleasure purposes.,[],手推車,baby | barrow | buggy | cart | handcart | trolley | wheelbarrow,carriage | ceremonial | chariot | four-wheeled | light | pleasure | purposes,,no_lexical_support_in_cedict_gloss,review
5730,charism,charism,noun,C or U,魅力,"(Christianity, theology, rare) A power or authority, generally of a spiritual nature, believed to be a freely given gift by the Grace of God.",[],魅力,charisma | charm | fascination | glamor,authority | believed | charism | christianity | freely | generally | gift | given | grace | nature | power | rare | spiritual | theology,,no_lexical_support_in_cedict_gloss,review
5731,charitable,charitable,adjective,,不错,"Kind, generous.",[],不错,correct | good | pretty | right,charitable | generous | kind,,no_lexical_support_in_cedict_gloss,review
5732,charity,charity,noun,C or U,慈善,Benevolence to others less fortunate than ourselves; the providing of goods or money to those in need.,"[{""english"": ""This isn't a charity."", ""chinese"": ""这不是慈善行为。""}]",慈善,benevolent | charitable,benevolence | charity | fortunate | goods | less | money | need | others | ourselves | providing | than,,no_lexical_support_in_cedict_gloss,review
5734,charlatan,charlatan,noun,C,骗子,"A malicious trickster; a fake person, especially one who deceives for personal profit.",[],骗子,cheat | swindler,charlatan | deceives | fake | malicious | person | personal | profit | trickster,,no_lexical_support_in_cedict_gloss,review
5741,charming,charming,adjective,,可爱,"Pleasant, charismatic.",[],可愛,adorable | cute | lovely,charismatic | charming | pleasant,,no_lexical_support_in_cedict_gloss,review
5749,charwoman,charwoman,noun,C,女傭；清潔女工,"(chiefly, British) A woman employed to do housework, traditionally coming and going on a daily basis and paid weekly wages.",[],女傭,female | maid,basis | british | charwoman | coming | daily | employed | going | housework | paid | traditionally | wages | weekly | woman,,no_lexical_support_in_cedict_gloss,review
5750,chase,chase,noun,C or U,狩猎,"(real tennis) The occurrence of a second bounce by the ball in certain areas of the court, giving the server the chance, later in the game, to ""play off"" the chase from the receiving end and possibly win the point.",[],狩猎,hunt | hunting,areas | ball | bounce | certain | chance | chase | court | game | giving | later | occurrence | play | point | possibly | real | receiving | second | server | tennis,,no_lexical_support_in_cedict_gloss,review
5751,chase,chase,verb,T,追求,"(transitive, baseball) To produce enough offense to cause the pitcher to be removed.",[],追求,goal | pursue | seek | stubbornly,baseball | cause | chase | enough | offense | pitcher | produce | removed | transitive,,no_lexical_support_in_cedict_gloss,review
5753,chasm,chasm,noun,C,困难,"(geology, planetology) A deep, steep-sided rift, gap or fissure; a gorge or abyss.",[],困難,challenging | circumstances | difficult | situation | straitened,abyss | chasm | deep | fissure | geology | gorge | planetology | rift | steep-sided,,no_lexical_support_in_cedict_gloss,review
5754,chasm,chasm,noun,C,无底洞,(by extension) A large difference of opinion.,[],無底洞,bottomless,chasm | difference | extension | large | opinion,,no_lexical_support_in_cedict_gloss,review
5761,chat up,chat up,verb,T,唱歌,"(transitive, idiomatic) To talk to (someone) in a friendly, open, or casual manner, sometimes also in a charming or affected manner, usually to curry favor, and sometimes flirtatiously with the intention of establishing a romantic or sexual encounter or relationship with that person.",[],唱歌,sing | song,affected | casual | charming | chat | curry | encounter | establishing | favor | flirtatiously | friendly | idiomatic | intention | manner | open | person | relationship | romantic | sexual | sometimes | talk | transitive,,no_lexical_support_in_cedict_gloss,review
5763,chatter,chatter,noun,U,廢話,"Talk, especially meaningless or unimportant talk.",[],廢話,gently | kidding | nonsense | rubbish | sarcastic | superfluous | words,chatter | meaningless | talk | unimportant,,no_lexical_support_in_cedict_gloss,review
5764,chatter,chatter,noun,U,呼噜,"An intermittent noise, as from vibration.",[],呼噜,onom | purring | snoring | sound | wheezing,chatter | intermittent | noise | vibration,,no_lexical_support_in_cedict_gloss,review
5775,cheapskate,cheapskate,noun,C,吝嗇,(by extension) Someone who does not give freely.,[],吝嗇,mean | miserly | stingy,cheapskate | does | extension | freely | give,,no_lexical_support_in_cedict_gloss,review
5796,check-in,check-in,noun,C or U,值机,The act of contacting another person in order to keep them informed of one's situation.,[],值機,check | flight,another | check-in | contacting | informed | keep | order | person | situation,,no_lexical_support_in_cedict_gloss,review
