id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,suggested_chinese,cedict_gloss,match_score,score_margin,source_line,source,license
16271,instruction,instruction,noun,C or U,指令,(computing) A single operation of a processor defined by an instruction set architecture.,[],指令集,(computing) instruction set,0.3939,0.2265,46835,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16550,isfahan,isfahan,proper noun,,伊斯法罕,"A city in Iran, the seat of Isfahan County's Central District and the capital of Isfahan Province, the third largest city of Iran; the former capital of Iran, from 1598–1736.",[],伊斯法罕,Isfahan province and city in central Iran,0.3939,0.3939,6781,CC-CEDICT 2026-06-22,CC BY-SA 4.0
285,accomplishment,accomplishment,noun,C or U,取得,Something accomplished; an achievement.,[],業績,achievement; accomplishment,0.3929,0.2350,58557,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66692,alone,alone,adjective,,一,"By oneself, solitary.","[{""english"": ""If you don't want to stay alone, I can keep you company."", ""chinese"": ""如果你不想一個人呆著，我可以陪著你。""}]",隻身,alone; by oneself,0.3929,0.0942,115591,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10835,esteem,esteem,verb,T,赞扬,To set a high value on; to regard with respect or reverence.,[],敬意,respect; esteem; high regard,0.3929,0.1629,50964,CC-CEDICT 2026-06-22,CC BY-SA 4.0
22036,osaka,osaka,proper noun,,大阪,"A prefecture on the island of Honshū, Japan.","[{""english"": ""Kyoto is not as large as Osaka."", ""chinese"": ""京都不如大阪大。""}]",大阪府,"Osaka Prefecture, Japan",0.3929,0.1774,28562,CC-CEDICT 2026-06-22,CC BY-SA 4.0
24911,qidong,qidong,proper noun,,祁東,"A county of Hengyang, Hunan, China.",[],祁東縣,"Qidong, a county in Hengyang City 衡陽市|衡阳市[Heng2 yang2 Shi4], Hunan",0.3929,0.2876,80323,CC-CEDICT 2026-06-22,CC BY-SA 4.0
6628,colleague,colleague,noun,C,同事,"A fellow member of a profession, staff, academic faculty or other organization; an associate, a workmate.","[{""english"": ""He and a colleague who went to China later translated The New Testament into Chinese."", ""chinese"": ""他跟一个去中国的同事后来把圣经中的新约翻译成中文。""}]",同仁,(formal) colleague; fellow member (of an organization or profession),0.3924,0.2539,20045,CC-CEDICT 2026-06-22,CC BY-SA 4.0
24105,praise,praise,verb,T,讚揚,"To give praise to; to commend, glorify, or worship.",[],稱讚,to praise; to commend; to compliment,0.3920,0.0781,81688,CC-CEDICT 2026-06-22,CC BY-SA 4.0
33111,venus,venus,proper noun,,维纳斯,"(Roman god) The goddess of love, beauty, fertility, and sexuality;",[],丘比特,"Cupid, son of Venus and Mars, Roman god of love and beauty",0.3919,0.0791,3131,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13019,ganymede,ganymede,proper noun,,木卫三,(astronomy) A moon of Jupiter.,[],木衛三,"Ganymede (moon of Jupiter), aka Jupiter III",0.3918,0.3918,55523,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67606,shoot,shoot,verb,T,拍攝；攝影,to take photographs or make a film,"[{""english"": ""They shot the film in Hong Kong."", ""chinese"": ""他們在香港拍攝這部電影。""}]",拍攝,to take (a picture); to shoot (a film),0.3918,0.1091,46228,CC-CEDICT 2026-06-22,CC BY-SA 4.0
26221,riverside,riverside,noun,C,岸,A bank or side of a river.,[],濱江,along the bank of a river; riverside,0.3917,0.3181,68649,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16704,james,james,proper noun,,詹姆斯,"(biblical) The twentieth book of the New Testament of the Bible, the general epistle of James.",[],雅各書,Epistle of St James (in New Testament),0.3913,0.2199,115681,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66681,drive,drive,noun,C,駕車旅程,a journey in a car,"[{""english"": ""It is a two-hour drive to the coast."", ""chinese"": ""駕車到海岸需時兩小時。""}]",駕乘,to drive (a car),0.3906,0.1217,120830,CC-CEDICT 2026-06-22,CC BY-SA 4.0
27797,sherry,sherry,noun,U,杯子,A glass of sherry.,[],雪利酒,(loanword) sherry,0.3906,0.3906,116501,CC-CEDICT 2026-06-22,CC BY-SA 4.0
5007,canary,canary,noun,C or U,金丝雀,"A light, sweet, white wine from the Canary Islands.",[],大加那利島,Gran Canaria (in the Canary Islands),0.3902,0.0631,27773,CC-CEDICT 2026-06-22,CC BY-SA 4.0
9026,diana,diana,proper noun,,黛安娜,A en given name.,[],戴安娜,Diana (name),0.3900,0.3049,44153,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12576,frank,frank,proper noun,,弗朗索瓦,A en given name.,[],弗蘭克,Frank (name),0.3900,0.2932,39172,CC-CEDICT 2026-06-22,CC BY-SA 4.0
20625,naomi,naomi,proper noun,,真相,A en given name.,[],拿俄米,Naomi (name),0.3900,0.3900,46769,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23161,peter,peter,proper noun,,皮艾尔,A en given name.,[],彼得,Peter (name),0.3900,0.2948,39855,CC-CEDICT 2026-06-22,CC BY-SA 4.0
30354,susan,susan,proper noun,,苏珊,A en given name.,"[{""english"": ""Hi, Susan. How are you?"", ""chinese"": ""你好苏珊，你好吗？""}]",蘇珊,Susan (name),0.3900,0.3300,96426,CC-CEDICT 2026-06-22,CC BY-SA 4.0
20799,needless,needless,adjective,,无用的,Not needed; unnecessary.,[],不必要,needless; unnecessary,0.3899,0.2620,2482,CC-CEDICT 2026-06-22,CC BY-SA 4.0
20191,moon,moon,noun,C,月,"(literary) A month, particularly a lunar month.","[{""english"": ""Tomorrow, he will land on the moon."", ""chinese"": ""明天，他将登上月球。""}]",朓,(literary) the appearance of the moon in the west at the end of a lunar month,0.3898,0.1482,55247,CC-CEDICT 2026-06-22,CC BY-SA 4.0
31553,title,title,verb,T,称,(transitive) To assign a title to; to entitle.,[],命,"to assign a name, title etc",0.3897,0.1276,21160,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2969,battle,battle,verb,I,反對,(intransitive) To join in battle; to contend in fight,[],打仗,to fight a battle,0.3896,0.0474,44608,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66927,love,love,noun,U,愛；愛情,a strong feeling of deep affection,"[{""english"": ""Their love grew stronger."", ""chinese"": ""他們的愛變得更深。""}]",深情,deep emotion; deep feeling; deep love,0.3877,0.1858,66134,CC-CEDICT 2026-06-22,CC BY-SA 4.0
3374,bhopal,bhopal,proper noun,,博帕尔,"The state capital of Madhya Pradesh, India.",[],博帕爾,"Bhopal, capital of central Indian state of Madhya Pradesh 中央邦[Zhong1 yang1 bang1]",0.3872,0.3872,17313,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66597,bind,bind,verb,T,裝訂,to fasten pages together to make a book,"[{""english"": ""The documents were bound into a single volume."", ""chinese"": ""文件被裝訂成一冊。""}]",綁,bind or fasten together,0.3871,0.1439,85815,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13250,geranium,geranium,noun,C,老鹳草属,"(strictly) Any flowering plant of the genus Geranium, of family Geraniaceae.",[],牻牛兒苗科,Geraniaceae (the geranium family),0.3867,0.2591,71930,CC-CEDICT 2026-06-22,CC BY-SA 4.0
1130,american,american,noun,C,美国人,A citizen or national of the United States of America.,"[{""english"": ""Mariko's parents are strongly opposed to her marrying an American."", ""chinese"": ""麻理子的父母强烈反对她和美国人结婚。""}]",老美,(coll.) an American; person from the United States,0.3864,0.1795,88607,CC-CEDICT 2026-06-22,CC BY-SA 4.0
32762,untimely,untimely,adjective,,绿,Early; premature.,[],過早,premature; untimely,0.3864,0.2657,108467,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16038,indole,indole,noun,C,吲哚,(organic compound) Any of the derivatives of indole.,[],吲哚,indole C8H7N (heterocyclic organic compound) (loanword),0.3862,0.3862,20610,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21550,oddball,oddball,noun,C,怪人,An eccentric or unusual person.,[],怪咖,(Tw) (slang) oddball; eccentric person; weirdo,0.3857,0.3857,41700,CC-CEDICT 2026-06-22,CC BY-SA 4.0
22713,past,past,adjective,,过去,Having already happened; in the past; finished. [from 14th c.],"[{""english"": ""Don't worry about the past."", ""chinese"": ""不要担心过去。""}]",來著,auxiliary showing sth happened in the past,0.3854,0.0398,7737,CC-CEDICT 2026-06-22,CC BY-SA 4.0
829,albert,albert,proper noun,,艾伯特,A en given name.,[],阿爾伯特,Albert (name),0.3846,0.3065,114472,CC-CEDICT 2026-06-22,CC BY-SA 4.0
1280,andrew,andrew,proper noun,C,安德鲁,A en given name.,[],安德魯,Andrew (name),0.3846,0.3236,32056,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10765,eros,eros,proper noun,,厄洛斯,"433 Eros, an asteroid.",[],厄洛斯,Eros (Cupid),0.3846,0.3846,17854,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10837,esther,esther,proper noun,,以斯帖记,A en given name.,[],以斯帖,Esther (name),0.3846,0.3329,6505,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66614,pitch,pitch,noun,C or U,音高,how high or low a sound is,"[{""english"": ""Her voice rose in pitch."", ""chinese"": ""她的聲音音高上升了。""}]",音調,pitch of voice (high or low),0.3846,0.1513,118283,CC-CEDICT 2026-06-22,CC BY-SA 4.0
28205,sinhalese,sinhalese,noun,C or U,僧伽羅語 僧伽罗语,The Indo-Aryan language of the Sinhalese people.,[],僧加羅語,Sinhalese (language),0.3846,0.3846,10068,CC-CEDICT 2026-06-22,CC BY-SA 4.0
32617,understudy,understudy,verb,T,代替,To act as an understudy (to someone).,[],替角,(theater) understudy,0.3846,0.0681,54585,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66624,cast,cast,noun,C,演員陣容,"all the actors performing in a film, play, or show","[{""english"": ""The film has an excellent cast."", ""chinese"": ""這部電影有出色的演員陣容。""}]",選角,"to cast actors for a film, play etc",0.3835,0.1231,109099,CC-CEDICT 2026-06-22,CC BY-SA 4.0
18329,loaf,loaf,noun,C,面包,(also loaf of bread) A block of bread after baking.,"[{""english"": ""A moldy loaf of bread lay on the table."", ""chinese"": ""台子上有个发霉的面包。""}]",饃,small loaf of steamed bread,0.3833,0.0760,120088,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23031,perhaps,perhaps,adverb,,可能,Possibly.,"[{""english"": ""Perhaps it will snow tomorrow."", ""chinese"": ""明天可能會下雪。""}]",或者,possibly; maybe; perhaps,0.3833,0.3119,43946,CC-CEDICT 2026-06-22,CC BY-SA 4.0
29143,spelling,spelling,noun,C or U,拼写,The manner of spelling of words; correct spelling.,"[{""english"": ""Many words are pronounced according to the spelling, but some are not."", ""chinese"": ""许多词是根据拼写来发音的，不过有些不是。""}]",喬治城,(the spelling 喬治敦|乔治敦 is more common),0.3833,0.1389,22758,CC-CEDICT 2026-06-22,CC BY-SA 4.0
91,abidjan,abidjan,proper noun,,阿比让,The de facto capital and largest city of Ivory Coast.,[],阿比讓,Abidjan (city in Ivory Coast),0.3829,0.3829,114458,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67551,meat,meat,noun,C or U,肉；肉類,the flesh of an animal used as food,"[{""english"": ""We do not eat much red meat."", ""chinese"": ""我們不常吃紅肉。""}]",脢,meat on the back of an animal,0.3828,0.1224,90519,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21733,omit,omit,verb,T,遗漏,(transitive) To leave out or exclude.,"[{""english"": ""In French, you can rarely omit the subject."", ""chinese"": ""用法语，很少会遗漏主语。""}]",省,to omit; to delete; to leave out,0.3828,0.2699,78037,CC-CEDICT 2026-06-22,CC BY-SA 4.0
9256,discount,discount,noun,C,折扣,A reduction in price.,"[{""english"": ""Can you give me a discount?"", ""chinese"": ""你可以给我折扣吗?""}]",優惠,discount (price),0.3824,0.1074,10252,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16616,italian,italian,noun,C,意大利语,"An inhabitant of Italy, or a person of Italian descent.","[{""english"": ""Do you speak Italian?"", ""chinese"": ""你说意大利语吗？""}]",意大利人,Italian person,0.3821,0.1721,42635,CC-CEDICT 2026-06-22,CC BY-SA 4.0
6029,chongli,chongli,proper noun,,崇禮,"A district of Zhangjiakou, Hebei, China.",[],崇禮區,"Chongli, a district of Zhangjiakou City 張家口市|张家口市[Zhang1 jia1 kou3 Shi4], Hebei",0.3816,0.3316,36041,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66962,less,less,determiner,,較少的,a smaller amount of,"[{""english"": ""Try to eat less sugar."", ""chinese"": ""試著吃較少的糖。""}]",以下,that amount or less,0.3816,0.1996,6452,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23082,perpendicular,perpendicular,noun,C,垂直,(geometry) A line or plane that is perpendicular to another.,[],垂線,(math.) perpendicular line,0.3812,0.1304,25510,CC-CEDICT 2026-06-22,CC BY-SA 4.0
26319,roman,roman,noun,C,羅馬,(historical) A native or resident of the Roman Empire.,"[{""english"": ""The Romans latinized Gaul."", ""chinese"": ""羅馬人將高盧拉丁化。""}]",神聖羅馬帝國,the Holy Roman Empire (history),0.3812,0.0360,80577,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67371,fry,fry,verb,I or T,油炸；煎,to cook food in hot oil or fat,"[{""english"": ""Fry the fish for five minutes."", ""chinese"": ""把魚油炸五分鐘。""}]",煠,to fry in fat or oil,0.3800,0.2898,70353,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12930,gabriel,gabriel,proper noun,,加布里埃尔,A en given name.,[],加百列,Gabriel (name),0.3796,0.0810,15319,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17807,lecce,lecce,proper noun,,莱切,"A city and province of Apulia, Italy.",[],萊切,Lecce (city in Italy),0.3796,0.3796,94572,CC-CEDICT 2026-06-22,CC BY-SA 4.0
19315,matilda,matilda,proper noun,,马蒂尔达,A en given name.,[],瑪迪達,Matilda (name),0.3796,0.3796,73750,CC-CEDICT 2026-06-22,CC BY-SA 4.0
20893,netizen,netizen,noun,C,网友,(internet) A member of the community of Internet users.,[],網民,netizen; Internet user; online community member,0.3792,0.1419,86230,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66939,bit,bit,noun,C,一點；少量,a small amount or piece of something,"[{""english"": ""Add a bit of salt."", ""chinese"": ""加一點鹽。""}]",點,a small amount; a bit; (after a verb or adjective) a bit more,0.3790,0.2609,124316,CC-CEDICT 2026-06-22,CC BY-SA 4.0
68034,jewel,jewel,noun,C,珍寶；最珍貴之物,a person or thing of great value or beauty,"[{""english"": ""The garden is the jewel of the city."", ""chinese"": ""這座花園是城市的珍寶。""}]",明珠,jewel (of great value),0.3790,0.2571,53009,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67102,west,west,noun,U,西方；西部,"the direction where the sun sets, or the western part of an area","[{""english"": ""The sun sets in the west."", ""chinese"": ""太陽從西方落下。""}]",夕陽西下,the sun sets in the west (idiom),0.3790,0.0874,27061,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10336,elementary,elementary,adjective,,初级的,(physics) Relating to a subatomic particle.,[],基本粒子,elementary particle (particle physics),0.3789,0.1273,25895,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21375,nunavut,nunavut,proper noun,,努纳武特,A territory in northern Canada. Capital: Iqaluit.,[],努納武特,"Nunavut territory, Canada",0.3786,0.3786,15442,CC-CEDICT 2026-06-22,CC BY-SA 4.0
22610,parsec,parsec,noun,C,秒差距,"(astronomy, metrology) .",[],秒差距,parsec (astronomy),0.3786,0.3786,81300,CC-CEDICT 2026-06-22,CC BY-SA 4.0
33437,volgograd,volgograd,proper noun,,伏尔加格勒,"A city, the administrative center of Volgograd Oblast, Russia.",[],伏爾加格勒,"Volgograd, city in Russia on the Volga River 伏爾加河|伏尔加河[Fu2 er3 jia1 He2]",0.3783,0.3783,6869,CC-CEDICT 2026-06-22,CC BY-SA 4.0
11826,film,film,verb,I or T,录像,"(ambitransitive) To record (activity, or a motion picture) on photographic film.",[],影片,film; motion picture; movie,0.3772,0.0695,39817,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23603,plato,plato,proper noun,,柏拉图,"The Greek philosopher, 427–347 BC, follower of Socrates.",[],柏拉圖,"Plato (c. 427 – c. 347 BC), Greek philosopher",0.3767,0.1981,56913,CC-CEDICT 2026-06-22,CC BY-SA 4.0
25763,renminbi,renminbi,noun,C,人民币,The official currency of the People's Republic of China.,[],人民幣,"Renminbi, the official currency of the PRC (currency codes: RMB or CNY)",0.3767,0.2307,5859,CC-CEDICT 2026-06-22,CC BY-SA 4.0
10133,ecology,ecology,noun,C or U,生态学,(biology) The branch of biology dealing with the relationships of organisms with their environment and with each other.,"[{""english"": ""It was through his influence that she became interested in ecology."", ""chinese"": ""她开始对生态学感兴趣，是受到他的影响。""}]",生態,ecology (the study of interactions between organisms and their environment),0.3763,0.3191,74317,CC-CEDICT 2026-06-22,CC BY-SA 4.0
17009,kabul,kabul,proper noun,,喀布爾,The capital and largest city of Afghanistan.,[],喀布爾,"Kabul, capital of Afghanistan",0.3763,0.2977,22436,CC-CEDICT 2026-06-22,CC BY-SA 4.0
15121,homeland,homeland,noun,C,故乡,The country that one regards as home.,"[{""english"": ""I suddenly feel nostalgic for my homeland."", ""chinese"": ""我突然很想念我的故乡。""}]",故土,native country; one's homeland,0.3758,0.1776,50554,CC-CEDICT 2026-06-22,CC BY-SA 4.0
455,adam,adam,proper noun,,亚当,A en given name.,[],阿丹,Adam (name),0.3750,0.2961,114252,CC-CEDICT 2026-06-22,CC BY-SA 4.0
606,afar,afar,adverb,,远,"At, to, or from a great distance; far away.",[],千里迢迢,(idiom) from a great distance; (to come) from afar,0.3750,0.2479,16724,CC-CEDICT 2026-06-22,CC BY-SA 4.0
1337,anguilla,anguilla,proper noun,,安圭拉,An archipelago and overseas territory of the United Kingdom in the Caribbean Sea.,[],山谷市,"The Valley, capital of Anguilla (a British Overseas Territory in the Caribbean)",0.3750,0.3004,35756,CC-CEDICT 2026-06-22,CC BY-SA 4.0
3535,bisexual,bisexual,noun,C,双性恋的,A person who is bisexual.,[],雙性戀,bisexual,0.3750,0.3750,115978,CC-CEDICT 2026-06-22,CC BY-SA 4.0
14545,hausa,hausa,proper noun,,豪萨语,The Chadic language spoken by these people.,[],豪薩語,the Hausa language,0.3750,0.3750,102700,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67246,hollow,hollow,adjective,,空心的,empty inside,"[{""english"": ""The tree trunk is hollow."", ""chinese"": ""樹幹是空心的。""}]",乾,empty; hollow,0.3750,0.0966,4463,CC-CEDICT 2026-06-22,CC BY-SA 4.0
19128,margaret,margaret,proper noun,,天卫二十三,A en given name.,[],瑪格麗特,Margaret (name),0.3750,0.3200,73736,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21942,orbit,orbit,verb,T,带来,(transitive) To place an object (e.g. a satellite) into an orbit around a planet.,[],地球軌道,Earth orbit (orbit of a satellite around the Earth),0.3750,0.0712,25146,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67741,position,position,noun,C,職位；工作,a job in an organization,"[{""english"": ""She applied for a teaching position."", ""chinese"": ""她申請了一個教學職位。""}]",職級,(job) position,0.3750,0.0529,89539,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66998,top,top,adjective,,最高的；最好的,"highest in position, rank, or quality","[{""english"": ""She is a top student."", ""chinese"": ""她是最好的學生。""}]",上第,top notch; highest quality,0.3750,0.1163,1792,CC-CEDICT 2026-06-22,CC BY-SA 4.0
32493,ultimate,ultimate,adjective,,上次,(not comparable) Final; last in a series.,[],最後,final; last; ultimate,0.3750,0.1520,54623,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67287,weak,weak,adjective,,虛弱的；薄弱的,not strong,"[{""english"": ""She felt weak after the illness."", ""chinese"": ""病後她感到虛弱。""}]",強弱,strong or weak,0.3750,0.1698,39414,CC-CEDICT 2026-06-22,CC BY-SA 4.0
11917,fireworks,fireworks,noun,C,烟火,(plural only) An event or a display where fireworks are set off.,[],放,to set off (fireworks),0.3738,0.1068,50307,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16472,invoice,invoice,verb,T,开​账单,(transitive) To bill; to issue an invoice to.,[],發票,invoice; receipt; bill,0.3738,0.1306,76299,CC-CEDICT 2026-06-22,CC BY-SA 4.0
24466,program,program,noun,C,程序,A set of structured activities; a plan of action.,[],綱領,program (i.e. plan of action),0.3733,0.1624,86198,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13902,great-grandfather,great-grandfather,noun,C,外曾外祖父,The father of one's grandparent.,[],曾祖,great-grandfather (father of one's paternal grandfather),0.3731,0.1837,54554,CC-CEDICT 2026-06-22,CC BY-SA 4.0
23098,persian,persian,adjective,,波斯的,Of or pertaining to the Persian people.,[],海灣國家,nations of the Persian Gulf,0.3731,0.0880,65383,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13090,gathering,gathering,noun,C,会,A group of people or things.,[],邀集,to invite a group of people (to assemble for a gathering),0.3728,0.1312,109258,CC-CEDICT 2026-06-22,CC BY-SA 4.0
29428,stall,stall,noun,C,馬厩,A stable; a place for cattle.,[],攤點,place for a vendor's stall,0.3726,0.0999,49971,CC-CEDICT 2026-06-22,CC BY-SA 4.0
33258,vietnam,vietnam,proper noun,,越南,A country in Southeast Asia. Official name: Socialist Republic of Vietnam. Capital: Hanoi.,"[{""english"": ""How many innocent people were killed in Vietnam?"", ""chinese"": ""有多少無辜的人在越南被殺了?""}]",越南民主共和國,"Democratic Republic of Vietnam (aka North Vietnam), a country in Southeast Asia 1945-1976",0.3723,0.0693,104574,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12999,gan,gan,proper noun,,赣语,"One of the major varieties of Chinese, spoken in Jiangxi province.",[],贛語,"Gan dialect, spoken in Jiangxi Province",0.3721,0.1313,104028,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2599,backup,backup,noun,C or U,支持,A reserve or substitute.,[],後備,reserve; backup,0.3716,0.3050,39989,CC-CEDICT 2026-06-22,CC BY-SA 4.0
26449,rowan,rowan,noun,C,花楸,"Sorbus aucuparia, the European rowan.",[],湖北花楸,Sorbus hupehensis or Hupeh rowan,0.3710,0.1132,66888,CC-CEDICT 2026-06-22,CC BY-SA 4.0
5738,charlotte,charlotte,proper noun,,夏洛特,A en given name.,[],夏洛特,Charlotte (name),0.3707,0.3231,27032,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67701,evaporate,evaporate,verb,I or T,（使）蒸發,to change or cause a liquid to change into a gas,"[{""english"": ""The heat caused the water to evaporate."", ""chinese"": ""熱力使水蒸發。""}]",跑,(of a gas or liquid) to leak or evaporate,0.3707,0.2920,104844,CC-CEDICT 2026-06-22,CC BY-SA 4.0
11470,faraway,faraway,adjective,,緬,Distant.,[],遼遠,distant; faraway; remote,0.3707,0.0771,109193,CC-CEDICT 2026-06-22,CC BY-SA 4.0
3178,beirut,beirut,proper noun,,贝鲁特,The capital and largest city of Lebanon.,[],貝魯特,"Beirut, capital of Lebanon",0.3705,0.3705,102903,CC-CEDICT 2026-06-22,CC BY-SA 4.0
3302,berlin,berlin,proper noun,,柏林,The capital and largest city of Germany.,[],柏林,"Berlin, capital of Germany",0.3705,0.1811,56915,CC-CEDICT 2026-06-22,CC BY-SA 4.0
15683,ileum,ileum,noun,C,回肠,"(anatomy) The last, and usually the longest, division of the small intestine; the part between the jejunum and large intestine.",[],回腸,ileum (segment of small intestine between the jejunum 空腸|空肠[kong1 chang2] and appendix 盲腸|盲肠[mang2 chang2]),0.3702,0.0913,24005,CC-CEDICT 2026-06-22,CC BY-SA 4.0
16540,isaac,isaac,proper noun,,以撒,A en given name.,[],艾薩克,Isaac (name),0.3700,0.2700,92926,CC-CEDICT 2026-06-22,CC BY-SA 4.0
13087,gather,gather,verb,I,装订,"(intransitive) To congregate, or assemble.",[],聚,to assemble; to gather (transitive or intransitive),0.3698,0.0636,89224,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66936,act,act,verb,I or T,表演,to perform a role in a play or film,"[{""english"": ""She can act very well."", ""chinese"": ""她很會表演。""}]",拍演,(dialect) to perform; to act (in a play etc),0.3697,0.0824,46235,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67270,solid,solid,noun,C,固體,a substance that is not a liquid or gas,"[{""english"": ""A solid keeps its shape."", ""chinese"": ""固體會保持形狀。""}]",態子,"state of matter (solid, liquid or gas)",0.3697,0.1509,43009,CC-CEDICT 2026-06-22,CC BY-SA 4.0
15199,horace,horace,proper noun,,贺拉斯,"Quintus Horatius Flaccus, a poet and philosopher of the Roman Augustan Age (65–8 BCE).",[],賀拉斯,"Horace, full Latin name Quintus Horatius Flaccus (65-8 BC), Roman poet",0.3696,0.3696,103456,CC-CEDICT 2026-06-22,CC BY-SA 4.0
28277,skateboard,skateboard,verb,I,坐,(intransitive) To use a skateboard.,[],滑板,skateboard,0.3690,0.3690,67400,CC-CEDICT 2026-06-22,CC BY-SA 4.0
18141,lime,lime,noun,C or U,石灰,"(chemistry) Any inorganic material containing calcium, usually calcium oxide (quicklime) or calcium hydroxide (slaked lime).",[],氫氧化鈣,calcium hydroxide Ca(OH)2; slaked lime,0.3688,0.1082,62120,CC-CEDICT 2026-06-22,CC BY-SA 4.0
67772,average,average,verb,T,平均為,to have a particular amount as an average,"[{""english"": ""The team averages two goals per match."", ""chinese"": ""球隊平均每場攻入兩球。""}]",平均,average; on average,0.3686,0.0457,37699,CC-CEDICT 2026-06-22,CC BY-SA 4.0
2646,baikal,baikal,proper noun,,贝加尔,"A large freshwater lake in Siberia, Russia.",[],貝加爾湖,"Lake Baikal, Russia",0.3686,0.1387,102856,CC-CEDICT 2026-06-22,CC BY-SA 4.0
66538,take,take,verb,T,需要；花費,to need a particular amount of time or effort,"[{""english"": ""The journey takes about two hours."", ""chinese"": ""這段旅程大約需要兩小時。""}]",耗時,to take a period of (x amount of time),0.3686,0.1143,88868,CC-CEDICT 2026-06-22,CC BY-SA 4.0
5527,censer,censer,noun,C,香爐,"An ornamental container for burning incense, especially during religious ceremonies.",[],香爐,a censer (for burning incense),0.3682,0.2087,120323,CC-CEDICT 2026-06-22,CC BY-SA 4.0
15047,hoe,hoe,verb,T,锄,"(transitive) To clear from weeds, or to loosen or arrange the earth about, with a hoe.",[],耠,to loosen the soil with a hoe,0.3682,0.0977,88886,CC-CEDICT 2026-06-22,CC BY-SA 4.0
881,algiers,algiers,proper noun,,阿尔及尔,The capital and largest city of Algeria.,"[{""english"": ""There are no double-decker buses in Algiers."", ""chinese"": ""阿尔及尔没有双层巴士。""}]",阿爾及爾,"Algiers, capital of Algeria",0.3681,0.3681,114478,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21009,niger,niger,proper noun,,尼日尔河,"A country in West Africa, situated to the north of Nigeria. Official name: Republic of the Niger.",[],尼日爾,Niger (country in West Africa),0.3678,0.1156,35152,CC-CEDICT 2026-06-22,CC BY-SA 4.0
26387,roster,roster,verb,T,内接,(transitive) To place the name of (a person) on a roster.,[],花名,name on a roster,0.3676,0.3676,93083,CC-CEDICT 2026-06-22,CC BY-SA 4.0
21724,omasum,omasum,noun,C,书,"(biology, food) The third compartment of the stomach of a ruminant; the lining of said compartment, regarded as a foodstuff.",[],瓣胃,omasum (third compartment of a ruminant's stomach),0.3675,0.3473,73997,CC-CEDICT 2026-06-22,CC BY-SA 4.0
12021,flank,flank,noun,C,粉红色,(cooking) A cut of meat from the flank of an animal.,[],胠,flank of animal,0.3672,0.0698,90192,CC-CEDICT 2026-06-22,CC BY-SA 4.0
4194,brass,brass,noun,C or U,黃銅,A metallic alloy of copper and zinc used in many industrial and plumbing applications.,[],黃銅,brass (alloy of copper 銅|铜[tong2] and zinc 鋅|锌[xin1]),0.3669,0.2669,123855,CC-CEDICT 2026-06-22,CC BY-SA 4.0
